,ID,TOPONYME,geometry
48,BDCAEROD0000000017183254,aérodrome de lapalisse-périgny,"POLYGON ((3.588841961256981 46.2482633784106, 3.5780102232591147 46.24876105000569, 3.578113884088101 46.25218784036882, 3.5835074312717525 46.25547597359246, 3.5845783926695134 46.25523004418589, 3.5851452814751856 46.25677149543517, 3.586890956740389 46.256491456965875, 3.5869981056199878 46.257767818893164, 3.589953514910368 46.25710507838344, 3.59183829418119 46.25672428700362, 3.5913505115464166 46.25579389961343, 3.5930090021230385 46.255740246480954, 3.593754229026633 46.25430996249658, 3.5929025101899734 46.252258549966974, 3.588840700100826 46.2510441431752, 3.588841961256981 46.2482633784106))"
49,BDCAEROD0000000017183273,altisurface du col de cenice,"POLYGON ((6.452985418391497 46.01947841499068, 6.449030602065015 46.02037046307667, 6.44963371894844 46.021177735442315, 6.4534119683373135 46.02033702011194, 6.452985418391497 46.01947841499068))"
50,BDCAEROD0000000017183267,aérodrome de sallanches-mont blanc,"POLYGON ((6.638530809683788 45.94676501712629, 6.636959775059169 45.953086921243944, 6.640276501236279 45.952879278287064, 6.6424192078331545 45.94891423337716, 6.640993601978156 45.94721131475727, 6.6406527632628 45.946981598095846, 6.638530809683788 45.94676501712629))"
51,BDCAEROD0000000017183247,aérodrome oyonnax-arbent,"POLYGON ((5.664268485035572 46.274613399842686, 5.6629066850724366 46.27485159234308, 5.660719609090116 46.275834357543815, 5.660959957860103 46.27976245570602, 5.662915788998513 46.278831049849806, 5.663907402726465 46.27848709726316, 5.664918612757983 46.27843910273534, 5.665653823232271 46.27899401804022, 5.66650115553605 46.27968956021047, 5.667292928306752 46.28073778471547, 5.668010549995484 46.2820769602113, 5.668239007173885 46.28284465625089, 5.669335014031839 46.28397403455116, 5.670702703036482 46.283825731099874, 5.6712786293063875 46.283484258217285, 5.671641676563985 46.283041460977245, 5.6718637357298505 46.282638912066304, 5.67189825905527 46.281935327735994, 5.671653279667483 46.28112297597094, 5.671048015955628 46.280356919362944, 5.669580848785423 46.279076786951, 5.667163346798027 46.27693233208469, 5.664268485035572 46.274613399842686))"
52,BDCAEROD0000000017183244,aérodrome d'annemasse,"POLYGON ((6.2670282072176375 46.19739697356478, 6.268658927102807 46.194817554334385, 6.273371941911051 46.19306864377375, 6.272835160578613 46.19229460272207, 6.277528537726341 46.19063529982644, 6.277952872248591 46.18970197147921, 6.276629888896386 46.1884324003026, 6.259485079781067 46.19460518952409, 6.2670282072176375 46.19739697356478))"
53,BDCAEROD0000000017183242,altisurface de morzine-avoriaz,"POLYGON ((6.760046537028419 46.19673115822248, 6.759805825748162 46.19727191327453, 6.7636929489945 46.198012276646686, 6.763879483931081 46.19759050284352, 6.760046537028419 46.19673115822248))"
54,BDCAEROD0000000017183307,aérodrome de sollières-sardières,"POLYGON ((6.79958410286811 45.249888170405086, 6.799256480988664 45.250099441138644, 6.798971001970928 45.25194004121913, 6.79966252952305 45.2527981614632, 6.8001487356236385 45.25433215668322, 6.80029765112746 45.25526191912394, 6.800824187171172 45.25620768167481, 6.802020220855729 45.25731275730456, 6.803583849892872 45.25826738136223, 6.803786864206265 45.25824965149734, 6.803565328900526 45.2573602254011, 6.802461240218857 45.2548908081124, 6.80257553411609 45.25353560662015, 6.802141565410982 45.25203860554707, 6.800640965773327 45.25032098132389, 6.8006398127870655 45.24992978119393, 6.79958410286811 45.249888170405086))"
55,BDCAEROD0000000017183268,altisurface de saint-roch-mayères,"POLYGON ((6.587574103849104 45.947999617685916, 6.585402378907302 45.95022918217345, 6.586080064184698 45.950554748481665, 6.588211624828767 45.94842289688128, 6.587574103849104 45.947999617685916))"
56,BDCAEROD0000000230855937,altisurface du bez,"POLYGON ((4.048036917789091 44.63533771884835, 4.048262431351817 44.63519152619081, 4.045647184449425 44.63348942709114, 4.045425503058213 44.63363827912039, 4.048036917789091 44.63533771884835))"
57,BDCAEROD0000000256875947,hélistation,"POLYGON ((4.665770909830356 45.24184008593184, 4.666047274149289 45.24178823290376, 4.665956074263049 45.24155182669133, 4.665705008008587 45.24159699804327, 4.665770909830356 45.24184008593184))"
58,BDCAEROD0000000077345564,altisurface de la salette,"POLYGON ((5.96116852447868 44.8414904639772, 5.962898278807725 44.84211279456053, 5.962507432987597 44.84099342206199, 5.96116852447868 44.8414904639772))"
59,BDCAEROD0000000077346192,altisurface du glacier de la barbarate,"POLYGON ((6.141980105997766 45.159489053985716, 6.143432919124876 45.158100941355485, 6.142987094466212 45.15787380485849, 6.141469053874496 45.159121370803064, 6.141980105997766 45.159489053985716))"
60,BDCAEROD0000000017183332,aérodrome d'ambert-le poyet,"POLYGON ((3.7444663046325206 45.51287718564889, 3.7434937511672404 45.51322942351968, 3.744504102853818 45.51550461929094, 3.7424415905277093 45.51567496086427, 3.742282146495349 45.51744911631455, 3.7450295378430267 45.51714726538488, 3.746273358558269 45.51991347707214, 3.7474233167245283 45.519600558057505, 3.7444663046325206 45.51287718564889))"
61,BDCAEROD0000000222392451,aérodrome de lurcy-lévis,"POLYGON ((2.9403566671217 46.70899725786534, 2.93958567561126 46.710179996156725, 2.9372415722208447 46.711037731497086, 2.934589251252224 46.71015204634549, 2.9340475667443555 46.71318702422272, 2.9373627739605936 46.71263872956338, 2.9414468614935045 46.714021215774416, 2.9398832162733606 46.71691702927154, 2.947968865069203 46.719384500717254, 2.9487529560923758 46.718138685842085, 2.9495931868749024 46.71843079070477, 2.94929695302937 46.71881063332315, 2.9498361673479128 46.719005358748326, 2.9495398986019143 46.719421218324314, 2.9530724531065995 46.72062566396749, 2.9542254202844793 46.71964738403538, 2.954381287352065 46.71956550877517, 2.954668047130512 46.71951880104168, 2.957889037914404 46.71745088527777, 2.950554204168084 46.715484165250295, 2.95208285491165 46.71298347168759, 2.9483354594927396 46.71249112219207, 2.9403566671217 46.70899725786534))"
62,BDCAEROD0000000017183310,aérodrome de chambéry-challes-les-eaux,"POLYGON ((5.982943764989255 45.5546671199752, 5.982248001199351 45.55451347892173, 5.981202280219007 45.555126958888195, 5.97841591292817 45.55621732177168, 5.9766407786388625 45.556505867224885, 5.971477118551103 45.56127697729126, 5.973363388841224 45.562124583122554, 5.969893656394745 45.56562615558018, 5.970865931052341 45.565910435724426, 5.973067320893201 45.565334971850454, 5.97600143055601 45.562398064611955, 5.980848176372895 45.55798838468133, 5.982903900310638 45.5585754178677, 5.983878020607723 45.556868968062496, 5.983575241042404 45.55651025500337, 5.982687114727005 45.55616708337108, 5.982943764989255 45.5546671199752))"
63,BDCAEROD0000000017183357,altisurface de l'escoulin,"POLYGON ((5.220849689285287 44.81456070438717, 5.220251631775724 44.81454025433183, 5.21990130331731 44.81761948584087, 5.220499606863765 44.81764533761598, 5.220849689285287 44.81456070438717))"
64,BDCAEROD0000000017183299,altisurface du plateau de la moutière,"POLYGON ((6.566366156946382 45.28198554774273, 6.571944531456517 45.28164968207871, 6.571944106870035 45.281503675829896, 6.56630937468273 45.28173678305052, 6.566366156946382 45.28198554774273))"
65,BDCAEROD0000000256875928,hélistation,"POLYGON ((4.397422599337564 44.61409560655475, 4.397431710451166 44.61410719655389, 4.397464920862582 44.614124784668796, 4.397564474019124 44.61412352601297, 4.397622809561491 44.61408677247874, 4.397612806136222 44.614039177824914, 4.397545437459889 44.614016619242676, 4.3974461744463555 44.614029579399485, 4.397422599337564 44.61409560655475))"
66,BDCAEROD0000000017183272,altiport de megève,"POLYGON ((6.651044660519403 45.819329558545626, 6.6504809845037585 45.81953980327561, 6.65001439564888 45.82047708257088, 6.650422065291302 45.820578381289785, 6.647424503916921 45.82541513921228, 6.647994968460115 45.82561845947962, 6.651182339355281 45.820747599276885, 6.651715205469426 45.82063660686437, 6.651840307750077 45.81960490029875, 6.651044660519403 45.819329558545626))"
67,BDCAEROD0000000328335813,altisurface mont gerbier de jonc,"POLYGON ((4.190185009848839 44.85070979764405, 4.193753997792564 44.848834579741045, 4.193495429732734 44.84857983562415, 4.189940923202327 44.850481002542324, 4.190185009848839 44.85070979764405))"
68,BDCAEROD0000000017183270,altisurface du glacier du tacul,"POLYGON ((6.938104959443252 45.89014391987836, 6.93812017675173 45.891567037278136, 6.939619357343283 45.891586902523585, 6.939687759138302 45.89008783745794, 6.938104959443252 45.89014391987836))"
69,BDCAEROD0000000017183269,altisurface du glacier de talèfre,"POLYGON ((6.983328870539283 45.90858934201503, 6.983030316739219 45.90908674944414, 6.985196127352183 45.90944048384853, 6.985359310515159 45.90892890923553, 6.983328870539283 45.90858934201503))"
70,BDCAEROD0000000017183265,altisurface du glacier du tour,"POLYGON ((6.999410547379257 45.982738342322484, 6.998207047805872 45.983031525544604, 6.998743942305478 45.984172076143494, 6.999814105947761 45.983983683567935, 6.999410547379257 45.982738342322484))"
71,BDCAEROD0000000017183266,altisurface du glacier d'argentière,"POLYGON ((6.998677384280696 45.941183826027036, 6.998528640727886 45.9412711355235, 6.997103691917929 45.94213299373689, 6.997563381818525 45.942518879838396, 6.999311192470277 45.94165371311812, 6.998677384280696 45.941183826027036))"
72,BDCAEROD0000000300745420,hélistation,"POLYGON ((5.244848096072984 45.59612918019595, 5.245138560502 45.596140497164924, 5.245151125697507 45.59594386291571, 5.244856742861785 45.59593082254289, 5.244848096072984 45.59612918019595))"
73,BDCAEROD0000000329741438,altisurface de notre-dame des neiges,"POLYGON ((3.9279179392587196 44.60226618304551, 3.928261923419053 44.60218676760014, 3.9276574097684342 44.60044703209141, 3.9272839676794065 44.60049698245538, 3.9279179392587196 44.60226618304551))"
74,BDCAEROD0000000017183319,aéroport de grenoble-isère,"POLYGON ((5.330439353057733 45.35618272306038, 5.327881303536644 45.36012215633849, 5.3276998695953095 45.360550223433286, 5.320402661258108 45.36068276100645, 5.316207134861506 45.360794847876214, 5.3142664085339275 45.360801644189976, 5.313381092608485 45.36096046833604, 5.31163144381722 45.35999937881169, 5.307934712759969 45.36153858709297, 5.308220637827656 45.364735155521956, 5.310960571168746 45.36486061429565, 5.31229111591827 45.36489710761473, 5.312505327101986 45.364854849191495, 5.3163897835624825 45.36466106043002, 5.318357770256203 45.36444647327395, 5.320854147040878 45.36430828267432, 5.3233928738587935 45.364266448064505, 5.324231335273297 45.364667938548145, 5.32525808983284 45.36547719692737, 5.326431926640933 45.366166282010056, 5.327495967174027 45.36670449466902, 5.327547041242516 45.366703433146654, 5.329952037884915 45.36749390605542, 5.331247480590139 45.36781917540806, 5.331401799270277 45.367842087280266, 5.33249134084035 45.368163521318394, 5.335747141135301 45.3686073415755, 5.335820993695914 45.36808331214314, 5.335992615741556 45.366296062994664, 5.3361789910101525 45.3652562056678, 5.336235401210228 45.364408236556706, 5.336294941111886 45.36433492695483, 5.339804548113194 45.364285072019165, 5.345816904144162 45.36424936904825, 5.35014099336744 45.36414969438041, 5.351597076817517 45.36367861139811, 5.352569603178272 45.36325640561571, 5.352481612486858 45.36256550203069, 5.352389801486791 45.36229807727184, 5.350426383264459 45.3616483573619, 5.3491885920313935 45.36120499125848, 5.348961387301641 45.360544932949544, 5.337488468208573 45.36068322618654, 5.3372289162443245 45.36013192343935, 5.336361389786232 45.358247449750955, 5.335324781883109 45.35656468300598, 5.334417875858728 45.35632775626179, 5.330439353057733 45.35618272306038))"
75,BDCAEROD0000000017183253,aérodrome de moulins-montbeugny,"POLYGON ((3.417738320343663 46.53012452266269, 3.417336489562943 46.53217092820924, 3.4146676707063723 46.53174661148667, 3.4136363615364944 46.532359053665225, 3.409829386113547 46.531701913078244, 3.4091251204422957 46.53365212166215, 3.410788766310837 46.53400544303539, 3.410961950203812 46.53551578725581, 3.413793271119416 46.53566856570856, 3.4184456853548926 46.537459763228874, 3.418238774146262 46.538893145916184, 3.4223637809663754 46.53908780089374, 3.436658499213611 46.53673707771725, 3.436854142010127 46.53477333251763, 3.4367407960717506 46.53430642742, 3.43660439336618 46.53405572014802, 3.436064775521468 46.53380024693582, 3.4316244992763507 46.532799565863364, 3.4243624372305415 46.53215859145824, 3.4239441748192383 46.53206289259488, 3.423548425725641 46.53184194523308, 3.42233303176349 46.53108014849307, 3.421792876094165 46.53074266851484, 3.421371678572693 46.53060284866502, 3.420914508950929 46.53053519624447, 3.420418415834135 46.530495599230456, 3.4189716722241212 46.5305180150654, 3.417738320343663 46.53012452266269))"
76,BDCAEROD0000000017183320,aérodrome de saint-chamond-l'horme,"POLYGON ((4.535531651378144 45.490476729367124, 4.534011519526644 45.49051642676911, 4.534051342506706 45.49154080615646, 4.529816192559838 45.4918489796952, 4.529859811380684 45.49231671547671, 4.529691851922276 45.49291342351068, 4.531147105731059 45.49284044630895, 4.532359396593475 45.49338319931185, 4.53424278417159 45.4924910626859, 4.53951514832167 45.492504440191816, 4.539366042791379 45.491652680940824, 4.53909978969855 45.49137893559576, 4.538433032088415 45.49102331752361, 4.535531651378144 45.490476729367124))"
77,BDCAEROD0000000017183389,aérodrome de ruoms-labeaume,"POLYGON ((4.332920995789058 44.44037477594296, 4.331692928689556 44.44046885056863, 4.331711675286364 44.441692159816554, 4.331774011203269 44.44311211341074, 4.3309428666181935 44.4441080057804, 4.33107898757509 44.44508591215701, 4.331831349816065 44.44544055343107, 4.332026195386561 44.44666984022495, 4.331519859882881 44.44726386923366, 4.331919960191881 44.44792257328826, 4.333897313279019 44.44772399803437, 4.332920995789058 44.44037477594296))"
78,BDCAEROD0000000017183329,aéroport saint-étienne loire,"POLYGON ((4.298994137675316 45.52849240177983, 4.290323395575136 45.528760744392194, 4.289047965342043 45.532158005134356, 4.291092011577177 45.53348992164404, 4.291733814508944 45.53425254949178, 4.292465312735067 45.535014142095626, 4.292987685930004 45.53603930883138, 4.293054126719568 45.5364708282271, 4.29340774167491 45.537787025639076, 4.293422730622194 45.53821013135419, 4.293427427366635 45.53868649051365, 4.293448966967671 45.53928063338153, 4.293511021677858 45.53996346849983, 4.293524253715911 45.53998132800923, 4.2933321451375885 45.55191729601032, 4.295075640377042 45.552309689300756, 4.2953148599780695 45.552179047935674, 4.296887624831099 45.55173762968277, 4.297010053581706 45.5516011276275, 4.298373412382864 45.5405711214734, 4.298479309663825 45.539948488348394, 4.29847888825115 45.539930481354155, 4.298753694628193 45.53721651980346, 4.300682983974815 45.53675110895927, 4.30075814318933 45.53667729074671, 4.300879241587183 45.53648586343494, 4.300922858793798 45.53626921599327, 4.3008954451974875 45.53586516704943, 4.300771148198874 45.535264109406, 4.300500684826367 45.53449543232317, 4.2996835776837115 45.53276404236316, 4.299111017722451 45.53140536668084, 4.298980316583451 45.530967388992025, 4.298879447817599 45.53065424859633, 4.298759204601249 45.53017021960907, 4.298757619141268 45.5297739773742, 4.298779546104881 45.52928740410406, 4.298994137675316 45.52849240177983))"
79,BDCAEROD0000000322991113,altisurface de chalancon,"POLYGON ((5.30916380563085 44.53839605862773, 5.309429131704957 44.53835628383442, 5.308275101774853 44.53615500622792, 5.3079953870616325 44.53621219097454, 5.30916380563085 44.53839605862773))"
80,BDCAEROD0000000017183388,aéroport d'aubenas-ardèche méridionale,"POLYGON ((4.3743965079538905 44.53622050353836, 4.36762361348659 44.53640906485636, 4.367789950083938 44.54135361203635, 4.368681913505229 44.54132815141918, 4.368767975449805 44.54233369449248, 4.371105418591465 44.54226417279428, 4.371904020013507 44.554925157739916, 4.374958134700801 44.554841252017034, 4.375776848745659 44.55417828422971, 4.3743965079538905 44.53622050353836))"
81,BDCAEROD0000000017183365,aéroport d'aurillac tronquières,"POLYGON ((2.42791060642509 44.882552351636626, 2.42631631120058 44.88278722708177, 2.4183353855487373 44.892920787923494, 2.4176515559428204 44.89266059948755, 2.417070785468034 44.89321038091453, 2.4175522442220347 44.893686501418934, 2.4168575414988887 44.89483803284066, 2.415908683300817 44.89484745380202, 2.415327826716052 44.8955232782614, 2.414542975422117 44.895352575993705, 2.4148990769333287 44.89643129668983, 2.4141529099150474 44.89728631913069, 2.4177769122438035 44.89999118157084, 2.418978946037614 44.90000827896507, 2.419940708539071 44.900106943379015, 2.4204595215950664 44.900286123965735, 2.4210671376224164 44.90033070904361, 2.4220293115731386 44.900267290462125, 2.4237113417949314 44.899680882263375, 2.423560637959689 44.892152999068166, 2.4246106921287107 44.89215214055291, 2.4252164716113143 44.89137825770879, 2.4244449599732922 44.89114466862936, 2.4295465646447143 44.88519524053717, 2.429036440323193 44.88280304486631, 2.42791060642509 44.882552351636626))"
82,BDCAEROD0000000017183382,altiport de la motte-chalancon,"POLYGON ((5.400180094404374 44.49334614604717, 5.404211288163278 44.49688878258027, 5.404736334098897 44.49657112091434, 5.400621283362198 44.49300961477997, 5.400180094404374 44.49334614604717))"
83,BDCAEROD0000000351072210,altisurface du col du palet,"POLYGON ((6.880729866065968 45.4508090043728, 6.88444761586425 45.45072621474745, 6.884399989612318 45.44999039605927, 6.880712874591708 45.45041922172603, 6.880729866065968 45.4508090043728))"
84,BDCAEROD0000000017183384,aérodrome de montélimar-ancône,"POLYGON ((4.739042288340118 44.5743571892993, 4.734838268715413 44.575172483109704, 4.732957457317809 44.577923201213686, 4.733235230810531 44.57818898156123, 4.733923777276313 44.580916481953636, 4.734928524486097 44.58306632150827, 4.736108269198026 44.58279295603302, 4.737854683288282 44.58308245973425, 4.739169738600609 44.586586187086006, 4.7432376859080705 44.585786391340285, 4.74402655146533 44.58521835243548, 4.741481756555521 44.58074266181032, 4.739042288340118 44.5743571892993))"
85,BDCAEROD0000000017183380,aérodrome d'aubenasson,"POLYGON ((5.145656605170604 44.69543293284145, 5.147129853466512 44.69585647215996, 5.147922774716617 44.69602121053716, 5.15508486256474 44.69619269819794, 5.155716643058848 44.694951046428365, 5.155498027872078 44.69451760255511, 5.154970413952167 44.69429101384987, 5.153398264407019 44.69359301281535, 5.147778137581748 44.6933879068117, 5.147467107566336 44.694734062400926, 5.145656516844289 44.694701632697786, 5.145656605170604 44.69543293284145))"
86,BDCAEROD0000000017183361,aéroport de valence-chabeuil,"POLYGON ((4.970130067824191 44.91053655313329, 4.963812202568313 44.91267843023621, 4.966221420250643 44.920555075440205, 4.96675891855802 44.92051944469481, 4.967276952664229 44.923145528312546, 4.96821964492043 44.92298743550574, 4.968795993811418 44.92553863067984, 4.966854409907535 44.925990006025, 4.967139337377642 44.9266676438859, 4.968479558017469 44.92634760293667, 4.968520356233738 44.92667921465448, 4.9674461349038825 44.926992745755456, 4.967840965042154 44.92758647865885, 4.969053565915429 44.92749475033096, 4.9692450723666015 44.92832714703102, 4.967804330071974 44.92867419440411, 4.9686738429970045 44.92928203477304, 4.969610321384851 44.93013545640064, 4.9697778659804435 44.930501747967256, 4.9698666028606056 44.93082620566518, 4.9699390534907755 44.93122840679694, 4.970114050285972 44.93155403731273, 4.971993579526174 44.93347959086135, 4.973325414929448 44.93295339581464, 4.974595460655209 44.93286959520828, 4.973745784412009 44.93189218441757, 4.974615490574947 44.93156601538193, 4.97351666280043 44.93049756249243, 4.973372692495683 44.930225424485435, 4.973347418309092 44.92950716450702, 4.974356089708252 44.92704311832477, 4.974518569632201 44.92622065186947, 4.974756685029176 44.92553013548514, 4.973348799760414 44.9259072940686, 4.973092940472881 44.92530120580023, 4.973339649914016 44.92517884172754, 4.972105055677261 44.923165321912556, 4.973859060712956 44.9225028336038, 4.971518935003027 44.91774309531205, 4.970130067824191 44.91053655313329))"
87,BDCAEROD0000000017183285,aéroport de roanne-renaison,"POLYGON ((3.9983035954924797 46.04615614837465, 3.994581188329376 46.04742623244343, 3.9950575963407555 46.04823796261216, 3.99484260330584 46.05179526986482, 3.996412179787341 46.052401977425646, 3.996275593673722 46.05342981885655, 3.996105266096387 46.05466598636241, 3.995712783384748 46.05577802539993, 3.9976649934719024 46.05750435834013, 3.999221163225539 46.057220489812735, 3.999267541090441 46.057921619722244, 3.998286388741482 46.059240578871695, 3.9987199295308526 46.059891471259256, 4.000383041133375 46.05972281826122, 4.002170026633011 46.06280137788721, 4.0058199353432595 46.06211706242506, 4.004177843701001 46.0586950616805, 4.006884005137174 46.059258237250425, 4.004802773110627 46.055446596886256, 4.006515181160932 46.055223381976155, 4.007450670289444 46.05537987890807, 4.008199601793817 46.053686466536256, 4.007512917772487 46.05362412625779, 4.008493091793842 46.05269233558825, 4.008694268152304 46.05124964321727, 4.005738550320904 46.05052842716666, 4.00400058587416 46.050760863560754, 4.0023777861484024 46.05135158015492, 3.998736410244001 46.04933582781092, 3.998595722776588 46.04899575339113, 3.9983035954924797 46.04615614837465))"
88,BDCAEROD0000000017183359,aérodrome de saint-rambert-d'albon,"POLYGON ((4.827579501908584 45.24762505953693, 4.824195350199053 45.2480072901198, 4.8249496381417165 45.251770583237764, 4.821941873997269 45.25232402726037, 4.822727495096683 45.25704874231735, 4.829193478196924 45.25574342419866, 4.827579501908584 45.24762505953693))"
89,BDCAEROD0000000017183286,aérodrome de vichy-charmeil,"POLYGON ((3.4026483219879227 46.15876825250751, 3.4012247915905838 46.15885343217297, 3.4002475470873383 46.15918646074613, 3.3994278682824683 46.159626086330334, 3.398921905839543 46.16026091350207, 3.3997168041479675 46.16317753304711, 3.3963409795477 46.163380262499075, 3.3960044594195535 46.16469706201423, 3.394608239357156 46.16481808289528, 3.3947376996412544 46.165519120456544, 3.394853937463936 46.1661832834145, 3.3975314286742564 46.16598754620344, 3.399020737154866 46.167970624516315, 3.400412930590179 46.16764335003241, 3.403196611946014 46.17889152160657, 3.40396386943272 46.17974787133189, 3.404256407720276 46.1807436810877, 3.404523826158109 46.181847639028774, 3.404894701486673 46.18291520799656, 3.4054002766480678 46.18361219142091, 3.406286326693719 46.18386476922684, 3.407034956777997 46.183767539115806, 3.407689938829025 46.18345542126562, 3.408336918776815 46.18276602025315, 3.4085886109185823 46.18174665411429, 3.406801944080558 46.17315241570132, 3.408269952180839 46.172724818817635, 3.408098095249203 46.17192579437692, 3.409388958625738 46.171040465556715, 3.4086027226730553 46.17058944415165, 3.4086139380766247 46.169832985933375, 3.4085714844171093 46.16900558131537, 3.40835145718893 46.16835080985427, 3.40836621275584 46.167721309000484, 3.4082633890898477 46.166443872227454, 3.4073176952476594 46.165103723051345, 3.406154299110709 46.16393543890312, 3.405104496790323 46.16322599188638, 3.4042448455391274 46.16228893354096, 3.403906314021625 46.16154542567663, 3.4038504487912715 46.160646026947205, 3.4038384385432146 46.16007065152079, 3.403696733857786 46.15877623909492, 3.4026483219879227 46.15876825250751))"
90,BDCAEROD0000000017183360,aérodrome de romans-saint-paul,"POLYGON ((5.099397801748992 45.06087798290171, 5.099101461124046 45.061312304699584, 5.09874047880853 45.06236122565864, 5.09419650424353 45.06065073866737, 5.093952776538057 45.061133595664764, 5.093907790467523 45.06169738271125, 5.093638167446594 45.063152588018, 5.094431153978231 45.06342230422366, 5.094586004321132 45.06311135084768, 5.0955313758422855 45.06351329987798, 5.095300372516067 45.06375903480105, 5.0959759129887505 45.06408228976863, 5.095642100518217 45.064738881002796, 5.096209708721949 45.06489483226827, 5.0968336832569365 45.064214763553004, 5.102070757063849 45.06612914598279, 5.1025290008824555 45.065538639450224, 5.10538319746988 45.066607918409076, 5.1058706744413 45.066119526017516, 5.104824171089998 45.06563400562098, 5.105494380915832 45.064901672326734, 5.102889124430978 45.063961004080035, 5.104006677168081 45.062416801248126, 5.099397801748992 45.06087798290171))"
91,BDCAEROD0000000017183284,aérodrome de belleville-villié-morgon,"POLYGON ((4.713646415295635 46.1377848818015, 4.713655944483432 46.138090075123216, 4.713593936274275 46.13838644014822, 4.712474866645354 46.13835738385562, 4.712341107362505 46.13838912373196, 4.7120685048472035 46.140117171333905, 4.712190353601378 46.14016036941829, 4.711356734582836 46.141682504574135, 4.711153843932443 46.14203233044983, 4.712514331230046 46.14252882660921, 4.711965403244401 46.14403946729984, 4.712672289069546 46.14372887789907, 4.714341906280084 46.14262915563046, 4.714655364788019 46.14163005174479, 4.714782407529978 46.14138314346999, 4.714988738008758 46.14093688391673, 4.715064283512848 46.14065922837724, 4.715263514446143 46.14019326004427, 4.7157004739848505 46.13987141507167, 4.715944318685701 46.13971371149608, 4.7160650717356924 46.13972179471494, 4.716288869089408 46.13937884908105, 4.716208236666875 46.139079233753925, 4.716137852814407 46.1388587251156, 4.7159670174214146 46.13865774822056, 4.713646415295635 46.1377848818015))"
92,BDCAEROD0000000298268579,,"POLYGON ((4.902257742470529 45.74781352201904, 4.902309315379557 45.74800361085915, 4.902579636876308 45.747970226306066, 4.902533144450413 45.74777825035937, 4.902257742470529 45.74781352201904))"
93,BDCAEROD0000000017183283,aérodrome de villefranche-tarare,"POLYGON ((4.636111794898239 45.92370347029588, 4.636871221739153 45.923722207323394, 4.637017765289514 45.923224709423394, 4.637160590103291 45.923166800041614, 4.637231075029669 45.92284603632849, 4.637448849903826 45.92261771278724, 4.637853631834918 45.9222984141803, 4.638818883196324 45.92151434792751, 4.639764172072471 45.92066751432514, 4.640022479432872 45.92045751243817, 4.640773309595406 45.91984226350857, 4.6390051520649145 45.91870871215588, 4.637905467531977 45.91891918864609, 4.637851382269491 45.91861914247487, 4.637108337119489 45.91841103183532, 4.6369735866050865 45.91752400459385, 4.63672976306643 45.91756986508803, 4.6367401054626765 45.91631055613127, 4.636770202379162 45.91502123867816, 4.636690218425977 45.91493502949148, 4.636497500799619 45.91383357670599, 4.636154280214908 45.91279104414322, 4.636053423370562 45.91269703033076, 4.635931388889973 45.91262854194841, 4.635838070257549 45.91261457997404, 4.635705169263164 45.91261470064468, 4.635500494679898 45.91263117067481, 4.635046670498486 45.912687269693286, 4.634772037565414 45.912781307964714, 4.634459564482804 45.91290471431325, 4.634169176649533 45.91303320480797, 4.633973217968228 45.91312610438812, 4.633791784724922 45.91327373562131, 4.6336743335025705 45.913403329422714, 4.6335999077545065 45.913504380447, 4.633568908140873 45.91359039327915, 4.633550824543372 45.913850952538255, 4.633564436122526 45.91496310246816, 4.63358026238865 45.91562757976083, 4.633517620116575 45.91577799820765, 4.63338262961323 45.91596909152008, 4.6332470335335785 45.91609624474068, 4.633041436127245 45.91634329889192, 4.632753677182793 45.91651768244139, 4.632091678355719 45.916865893724136, 4.631760262677695 45.9173093086955, 4.631070109456489 45.91788399181122, 4.631264976139445 45.918058616738556, 4.631019076974207 45.918208974198286, 4.631465293119897 45.918591635355845, 4.631704697852354 45.918744901465445, 4.631814038164364 45.91877664956434, 4.631444076230304 45.91931339000935, 4.631357480280223 45.9195704334031, 4.631352844033631 45.92006767835276, 4.63134691822053 45.920782907656076, 4.631421065498424 45.9208899205536, 4.631491353576449 45.92095375618571, 4.631653326717219 45.92106310500663, 4.631717751905383 45.921146840139606, 4.63174359259261 45.92154006677082, 4.633245445639014 45.92148506832304, 4.633511174884638 45.921655063825455, 4.6334540858132165 45.92208011101502, 4.634154791606682 45.922251929679554, 4.634315573679942 45.92358262177619, 4.6344225772169825 45.92366574035729, 4.636111794898239 45.92370347029588))"
94,BDCAEROD0000000247201779,héliport de lyon-bron,"POLYGON ((4.94083863390455 45.72384533112011, 4.94112235115702 45.723904399298405, 4.941521149615361 45.72299226801849, 4.941204989439504 45.72292475208825, 4.94083863390455 45.72384533112011))"
95,BDCAEROD0000002000622152,,"POLYGON ((4.884211484010092 45.7442469074298, 4.88447427415716 45.74429475898636, 4.884572091742043 45.74403190832186, 4.8843054454863255 45.743984121453735, 4.884211484010092 45.7442469074298))"
96,BDCAEROD0000002000623073,,"POLYGON ((4.6930360644630005 46.005676205014495, 4.693364218119872 46.00567130081702, 4.6933520292878255 46.00540127321922, 4.693014833679044 46.00540631252204, 4.6930360644630005 46.005676205014495))"
